3003534	2	0	0	0	
3005218	0	0	50	2	
3009020	0	0	0	17	
3010854	0	2	0	0	
3013627	2	0	0	0	
3021450	0	2	0	2	
3052283	1	0	0	0	
3053298	0	0	0	3	
3053537	0	1	0	1	
3053960	2	1	0	0	
3054194	2	0	0	0	
3054363	0	1	0	0	
3056283	2	2	0	6	
3057655	1	0	0	0	
3058217	2	3	0	0	
3070294	0	1	0	1	
3072418	0	4	0	1	
3072483	1	0	0	0	
3078638	0	0	0	3	
3079083	0	0	0	11	
3079648	0	3	0	0	
3081167	2	0	0	0	
3082153	0	2	0	0	
3082562	2	0	0	0	
3082756	0	1	0	0	
3083828	1	0	0	0	
3084074	0	0	0	3	
3084329	0	0	0	2	
3084506	3	0	0	5	
3084795	1	3	1	0	
3084985	2	0	0	2	
3085480	2	0	0	0	
3086047	4	0	0	3	
3086656	5	0	0	0	
3087334	0	0	89	0	
3087619	0	0	0	3	
3087792	0	0	0	8	
3090495	0	1	0	1	
3095659	5	0	0	0	
3096127	0	1	2	0	
3096568	0	2	0	0	
3096915	1	0	0	0	
3097626	5	2	0	3	
3097916	2	0	0	0	
3098954	1	0	0	0	
3099084	3	3	0	0	
3099751	3	2	0	2	
3100467	2	0	0	0	
3100816	2	1	0	0	
3101384	2	0	0	3	
3101706	1	2	0	12	
3102024	0	1	0	4	
3102158	0	0	0	12	
3102431	2	3	0	0	
3103267	1	0	0	0	
3103937	0	1	0	0	
3106551	0	2	0	0	
3106663	2	0	0	0	
3108479	0	2	0	4	
3109374	1	0	0	0	
3109616	0	0	0	7	
3110831	0	1	7	2	
3111352	0	1	0	0	
3111836	1	2	56	0	
3112569	2	0	0	0	
3113065	4	0	0	0	
3113456	1	0	0	0	
3115320	0	1	0	0	
3115694	0	2	0	0	
3116958	0	0	0	1	
3117735	0	2	0	12	
3120354	0	0	0	4	
3120919	0	0	0	2	
3121248	0	1	0	0	
3122542	1	0	0	0	
3123427	1	0	0	0	
3124015	0	1	0	0	
3124711	1	0	0	1	
3125845	0	2	0	2	
3126711	4	1	0	5	
3128615	0	1	2	0	
3129164	3	0	0	0	
3129403	0	0	0	5	
3131486	2	0	0	0	
3132675	2	1	0	0	
3133079	1	0	0	0	
3133418	0	1	0	0	
3134988	0	1	0	0	
3135926	0	2	0	0	
3136213	1	0	0	0	
3136470	0	1	1	0	
3137664	3	0	0	0	
3137822	1	2	0	0	
3139014	0	2	9	0	
3139585	0	0	2	0	
3140929	0	2	0	0	
3141757	0	3	0	0	
3142417	2	1	0	0	
3142820	2	1	0	0	
3142963	2	2	0	0	
3143385	3	3	0	0	
3145238	2	0	0	0	
3145651	1	1	0	10	
3146283	0	2	0	0	
3150461	0	1	0	0	
3152372	0	1	0	0	
3152476	0	1	0	0	
3153239	1	1	0	4	
3153407	1	0	0	0	
3154451	0	0	0	2	
3156331	0	1	0	0	
3156368	1	1	0	0	
3156443	0	2	0	0	
3158760	1	0	0	0	
3158846	1	1	0	0	
3159183	0	1	0	0	
3159664	2	0	0	0	
3160578	0	4	0	0	
3160795	0	0	0	21	
3161374	0	0	0	2	
3161536	0	0	0	9	
3161959	0	0	0	1	
3162108	0	0	0	1	
3163617	0	2	0	0	
3163866	1	0	0	0	
3164162	3	0	0	0	
3164420	0	0	2	0	
3165334	0	0	2	0	
3165374	2	0	0	0	
3165830	0	2	0	0	
3165927	2	2	6	2	
3166292	3	2	0	0	
3166416	0	1	0	4	
3167447	0	0	0	2	
3167648	0	0	0	1	
3167794	0	0	0	1	
3167840	0	0	21	0	
3167991	0	0	0	1	
3168382	1	1	0	0	
3168625	0	2	0	0	
3168760	2	0	0	2	
3169232	0	0	0	2	
3169303	1	2	0	0	
3170261	0	3	0	0	
3170519	0	1	0	0	
3170623	0	1	0	0	
3171208	2	0	0	0	
3172345	2	0	0	4	
3175215	0	3	0	11	
3176991	3	1	0	0	
3177609	0	0	0	1	
3178296	1	0	0	0	
3178481	0	1	0	14	
3178879	0	2	0	0	
3180934	5	4	0	0	
3181673	4	2	0	0	
3184026	1	0	0	11	
3184841	0	0	4	0	
3185291	0	0	0	6	
3186010	1	1	0	0	
3186508	2	0	1	6	
3187439	1	1	0	8	
3187783	0	3	0	0	
3188021	0	2	0	0	
3188210	2	2	0	0	
3189234	1	1	0	2	
3189370	1	0	0	0	
3189466	1	0	0	0	
3189561	1	0	49	0	
3191068	0	1	45	0	
3191104	1	1	0	0	
3191704	1	2	0	0	
3191976	1	0	0	0	
3192038	0	1	0	0	
3192343	0	2	0	0	
3193271	0	2	0	0	
3193289	0	2	0	6	
3193632	1	4	0	22	
3194108	0	0	0	3	
3194840	3	0	12	0	
3195406	0	3	0	0	
3195581	0	0	0	1	
3197385	2	4	0	2	
3197999	0	0	0	5	
3199728	1	1	0	0	
3200095	0	0	0	4	
3201568	2	0	0	0	
3202993	1	2	0	5	
3203132	0	2	0	0	
3203847	3	0	0	0	
3205110	0	1	0	0	
3205600	0	0	0	1	
3205889	1	2	0	0	
3207209	0	2	0	0	
3207351	0	2	0	0	
3207676	0	3	0	0	
3208027	0	2	0	0	
3209057	0	2	0	0	
3209402	0	0	0	19	
3210519	0	0	0	15	
3210535	0	1	0	0	
3210837	1	2	0	0	
3211075	2	0	0	0	
3214942	0	0	0	2	
3215693	2	0	0	0	
3217111	0	0	0	4	
3217944	0	3	0	0	
3220274	0	1	0	0	
3220358	1	0	0	0	
3222353	1	0	4	0	
3224311	1	0	0	0	
3224712	1	0	0	2	
3226623	3	0	0	0	
3226916	0	1	0	0	
3227574	2	0	0	0	
3227838	0	1	0	0	
3228407	0	1	0	0	
3229567	1	1	0	0	
3230012	0	0	0	2	
3231677	2	0	0	4	
3233742	0	0	1	0	
3235144	4	0	14	0	
3239052	0	0	0	2	
3239729	0	1	0	6	
3240437	0	0	0	15	
3243052	0	2	0	0	
3243937	2	0	0	0	
3245976	0	0	0	6	
3248522	0	3	0	0	
3251594	1	0	0	0	
3253348	1	0	0	3	
3254634	0	2	0	2	
3255094	1	3	0	0	
3255852	0	0	0	5	
3256095	1	0	0	0	
3256240	0	1	0	0	
3256953	1	0	0	0	
3259253	0	1	0	0	
3260124	0	2	0	0	
3261409	2	0	0	0	
3262459	0	0	0	5	
3266134	2	2	0	0	
3268492	0	1	0	0	
3269080	1	0	0	2	
3271756	1	0	0	0	
3271819	1	1	0	0	
3274041	0	0	0	3	
3276700	2	1	0	4	
3278679	2	0	0	0	
3280194	1	1	0	0	
3281115	1	0	0	0	
3282396	0	2	4	0	
3283422	3	0	0	0	
3283713	1	0	0	0	
3284122	0	0	0	8	
3285729	1	0	0	0	
3286436	5	0	0	0	
3286845	1	0	0	0	
3287588	3	1	0	2	
3288203	0	1	0	0	
3288399	3	0	0	1	
3290789	1	0	0	0	
3291354	0	2	0	0	
3293722	0	2	0	1	
3295559	0	0	0	11	
3296105	0	0	0	5	
3296339	0	2	0	0	
3296495	0	2	0	2	
3298101	0	2	0	0	
3298843	1	2	0	13	
3299012	0	0	0	17	
3300014	0	0	0	4	
3300446	0	0	0	3	
3300578	1	1	0	0	
3301074	0	3	0	0	
3301674	2	0	0	0	
3302111	0	2	1	5	
3303496	0	1	0	0	
3303922	8	1	0	0	
3304628	2	2	0	0	
3305061	0	0	0	1	
3305341	0	3	0	3	
3306860	0	0	0	1	
3307025	1	0	0	0	
3307365	1	0	0	0	
3307395	0	0	6	0	
3307930	2	0	0	3	
3308945	1	3	0	0	
3310328	0	1	0	3	
3311151	0	0	10	1	
3313379	0	0	1	1	
3313530	2	0	1	0	
3313797	0	1	0	0	
3314089	0	2	0	0	
3315058	0	1	0	0	
3318285	0	1	0	0	
3318925	2	0	0	0	
3319716	4	1	0	0	
3321254	0	2	0	2	
3321546	1	0	0	0	
3322376	1	2	0	0	
3322735	2	0	0	0	
3323017	0	1	0	0	
3324429	3	0	0	0	
3324785	0	1	0	0	
3325907	0	2	0	2	
3327313	0	0	1	0	
3330405	1	1	0	2	
3331845	0	1	0	0	
3332036	0	1	0	0	
3333267	0	1	0	1	
3333828	1	1	0	0	
3334247	0	1	0	8	
3334276	0	0	0	2	
3334599	1	1	0	2	
3335163	1	0	0	0	
3335355	3	0	0	0	
3338065	2	0	0	0	
3338202	0	0	0	1	
3340135	0	0	0	1	
3340730	0	0	0	3	
3341204	0	1	0	0	
3341402	0	2	0	0	
3342196	0	4	0	0	
3342524	0	0	2	0	
3343673	0	1	0	0	
3343943	0	0	0	20	
